"atlas_block","sr_total","sr_Atlas1","sr_Atlas2","sr_diff","sr_diff_z"
"4308865SW",105,1,105,104,2.0900309421038
"4308866CE",93,50,89,39,0.168089348807085
"4308866SE",187,13,186,173,4.13024586421878
"4308867CE",80,52,76,24,-0.275435634261389
"4308867NW",12,1,11,10,-0.689392285125297
"4308868CE",80,59,73,14,-0.571118956307038
"4308868NW",34,1,33,32,-0.0388889766248696
"4308868SW",70,1,69,68,1.02557098273947
"4308871CE",118,99,87,-12,-1.33989559362572
"4308871NE",73,2,71,69,1.05513931494403
"4308871SW",88,33,85,52,0.552477667466428
"4308872CE",108,81,98,17,-0.482413959693343
"4308872NE",24,8,17,9,-0.718960617329862
"4308872NW",43,1,43,42,0.256794345420779
"4308872SW",86,41,80,39,0.168089348807085
"4308873CE",83,47,82,35,0.0498160199888251
"4308873CW",45,1,45,44,0.315931009829909
"4308874CE",103,46,102,56,0.670750996284688
"4308874CW",77,1,77,76,1.26211764037599
"4308874NW",80,2,79,77,1.29168597258055
"4308874SE",70,48,52,4,-0.866802278352687
"4308875CE",100,67,92,25,-0.245867302056824
"4308875CW",92,3,90,87,1.5873692946262
"4308876CE",85,47,79,32,-0.0388889766248696
"4308876NE",10,1,9,8,-0.748528949534427
"4308876NW",105,85,52,-33,-1.96083056992159
"4308877CE",84,54,79,25,-0.245867302056824
"4308877NW",79,71,42,-29,-1.84255724110333
"4308877SE",41,1,40,39,0.168089348807085
"4308878CE",111,74,101,27,-0.186730637647694
"4308878NW",100,1,100,99,1.94218928108098
"4308881CE",116,80,100,20,-0.393708963079648
"4308881CW",38,1,37,36,0.07938435219339
"4308881SE",90,60,78,18,-0.452845627488778
"4308882CE",113,64,104,40,0.19765768101165
"4308882CW",117,102,81,-21,-1.60601058346681
"4308882NW",107,100,58,-42,-2.22694555976267
"4308882SW",103,79,92,13,-0.600687288511602
"4308883CE",96,71,85,14,-0.571118956307038
"4308883NE",65,1,65,64,0.907297653921207
"4308884CW",68,37,63,26,-0.216298969852259
"4308884SW",89,35,85,50,0.493341003057298
"4308885CE",84,62,73,11,-0.659823952920732
"4308885CW",54,8,52,44,0.315931009829909
"4308885NE",81,4,81,77,1.29168597258055
"4308885NW",70,33,57,24,-0.275435634261389
"4308885SE",63,3,61,58,0.729887660693818
"4308885SW",37,1,36,35,0.0498160199888251
"4308886CE",91,46,88,42,0.256794345420779
"4308886CW",91,73,74,1,-0.955507274966381
"4308886NW",7,3,4,1,-0.955507274966381
"4308887CE",119,105,95,-10,-1.2807589292166
"4308887CW",118,2,118,116,2.44485092855858
"4308887NE",130,66,125,59,0.759455992898383
"4308887NW",66,65,14,-51,-2.49306054960376
"4308887SE",104,68,98,30,-0.0980256410339994
"4308888CE",106,70,95,25,-0.245867302056824
"4308888SE",63,53,40,-13,-1.36946392583029
"4308888SW",13,2,11,9,-0.718960617329862
"4308911CE",104,58,99,41,0.227226013216214
"4308912CE",87,58,80,22,-0.334572298670519
"4308913CE",110,73,102,29,-0.127593973238564
"4308913CW",143,2,142,140,3.15449090146814
"4308913NE",126,7,125,118,2.50398759296771
"4308913NW",131,8,129,121,2.59269258958141
"4308913SE",127,1,127,126,2.74053425060423
"4308913SW",196,93,194,101,2.00132594549011
"4308914CE",158,77,152,75,1.23254930817142
"4308914CW",150,53,148,95,1.82391595226272
"4308914NE",152,71,149,78,1.32125430478512
"4308914NW",154,1,154,153,3.53887922012748
"4308914SE",114,4,112,108,2.20830427092206
"4308914SW",141,9,141,132,2.91794424383162
"4308915CE",86,60,76,16,-0.511982291897908
"4308915CW",103,7,103,96,1.85348428446728
"4308915NE",162,18,161,143,3.24319589808183
"4308915SW",54,5,51,46,0.375067674239039
"4308916CE",104,76,102,26,-0.216298969852259
"4308916CW",5,3,2,-1,-1.01464393937551
"4308916NE",52,1,52,51,0.522909335261863
"4308916SW",61,2,61,59,0.759455992898383
"4308917CE",94,68,84,16,-0.511982291897908
"4308917CW",94,84,66,-18,-1.51730558685311
"4308917NE",84,2,84,82,1.43952763360337
"4308917NW",59,39,38,-1,-1.01464393937551
"4308917SE",26,11,20,9,-0.718960617329862
"4308917SW",95,86,76,-10,-1.2807589292166
"4308918CE",124,81,119,38,0.13852101660252
"4308918SE",39,18,33,15,-0.541550624102473
"4308918SW",62,15,57,42,0.256794345420779
"4308921CE",104,65,97,32,-0.0388889766248696
"4308921CW",61,5,59,54,0.611614331875558
"4308921NE",36,2,35,33,-0.0093206444203047
"4308922CE",146,66,139,73,1.17341264376229
"4308922NE",42,1,41,40,0.19765768101165
"4308923CE",124,69,119,50,0.493341003057298
"4308923CW",158,74,157,83,1.46909596580794
"4308923NE",28,1,27,26,-0.216298969852259
"4308923NW",84,3,84,81,1.40995930139881
"4308923SE",56,15,51,36,0.07938435219339
"4308923SW",121,53,118,65,0.936865986125772
"4308924CE",138,53,137,84,1.4986642980125
"4308924CW",106,5,106,101,2.00132594549011
"4308924NE",120,7,119,112,2.32657759974032
"4308924SE",160,61,160,99,1.94218928108098
"4308924SW",63,3,63,60,0.789024325102947
"4308925CE",106,60,94,34,0.0202476877842602
"4308925NE",79,66,52,-14,-1.39903225803485
"4308925SW",31,6,28,22,-0.334572298670519
"4308926CE",111,87,92,5,-0.837233946148122
"4308926CW",52,1,52,51,0.522909335261863
"4308926NE",38,1,38,37,0.108952684397955
"4308926NW",75,1,75,74,1.20298097596686
"4308926SE",66,2,66,64,0.907297653921207
"4308926SW",30,8,25,17,-0.482413959693343
"4308927CE",108,74,103,29,-0.127593973238564
"4308927CW",103,2,103,101,2.00132594549011
"4308927NE",115,47,114,67,0.996002650534902
"4308927SE",59,3,56,53,0.582045999670993
"4308927SW",64,1,64,63,0.877729321716642
"4308928CE",156,94,150,56,0.670750996284688
"4308931CE",83,68,73,5,-0.837233946148122
"4308931NE",32,2,31,29,-0.127593973238564
"4308932CE",93,74,78,4,-0.866802278352687
"4308933CE",116,78,105,27,-0.186730637647694
"4308933CW",127,72,122,50,0.493341003057298
"4308933NE",138,27,137,110,2.26744093533119
"4308933NW",72,7,70,63,0.877729321716642
"4308933SE",95,6,94,88,1.61693762683076
"4308933SW",66,5,65,60,0.789024325102947
"4308934CE",100,56,96,40,0.19765768101165
"4308934CW",9,1,8,7,-0.778097281738992
"4308934NW",51,2,51,49,0.463772670852734
"4308934SE",112,32,106,74,1.20298097596686
"4308934SW",76,2,76,74,1.20298097596686
"4308935CE",107,69,99,30,-0.0980256410339994
"4308935NE",10,1,9,8,-0.748528949534427
"4308935SE",71,8,68,60,0.789024325102947
"4308936CE",110,75,101,26,-0.216298969852259
"4308936CW",98,54,89,35,0.0498160199888251
"4308936NE",28,1,27,26,-0.216298969852259
"4308936NW",114,85,109,24,-0.275435634261389
"4308936SE",109,79,84,5,-0.837233946148122
"4308936SW",110,7,109,102,2.03089427769467
"4308937CE",92,62,87,25,-0.245867302056824
"4308937CW",72,1,72,71,1.11427597935316
"4308937NE",72,55,65,10,-0.689392285125297
"4308937NW",86,40,82,42,0.256794345420779
"4308937SE",68,3,67,64,0.907297653921207
"4308937SW",66,15,63,48,0.434204338648169
"4308938CE",95,82,87,5,-0.837233946148122
"4308938NE",126,98,118,20,-0.393708963079648
"4308938NW",140,115,130,15,-0.541550624102473
"4308941CE",104,69,83,14,-0.571118956307038
"4308941SE",48,2,46,44,0.315931009829909
"4308942CE",124,112,107,-5,-1.13291726819377
"4308942CW",75,1,75,74,1.20298097596686
"4308942SW",66,1,66,65,0.936865986125772
"4308943CE",130,79,125,46,0.375067674239039
"4308943CW",91,4,89,85,1.52823263021707
"4308943NE",89,2,88,86,1.55780096242163
"4308943NW",38,4,36,32,-0.0388889766248696
"4308943SE",107,35,101,66,0.966434318330337
"4308943SW",60,14,53,39,0.168089348807085
"4308944CE",121,96,108,12,-0.630255620716167
"4308944CW",87,7,87,80,1.38039096919425
"4308944NE",85,3,84,81,1.40995930139881
"4308944SE",80,2,80,78,1.32125430478512
"4308944SW",5,1,4,3,-0.896370610557251
"4308945CE",104,61,101,40,0.19765768101165
"4308945CW",63,7,62,55,0.641182664080123
"4308945NE",94,40,90,50,0.493341003057298
"4308945SE",56,6,54,48,0.434204338648169
"4308946CE",116,91,103,12,-0.630255620716167
"4308946CW",93,2,93,91,1.70564262344446
"4308946NE",89,56,83,27,-0.186730637647694
"4308946NW",60,50,42,-8,-1.22162226480747
"4308946SE",104,96,76,-20,-1.57644225126224
"4308946SW",151,120,137,17,-0.482413959693343
"4308947CE",108,67,96,29,-0.127593973238564
"4308947CW",74,39,67,28,-0.157162305443129
"4308947SE",143,100,138,38,0.13852101660252
"4308947SW",90,68,84,16,-0.511982291897908
"4308948CE",91,69,86,17,-0.482413959693343
"4308948CW",59,23,55,32,-0.0388889766248696
"4308948NE",77,34,73,39,0.168089348807085
"4308948NW",38,36,11,-25,-1.72428391228507
"4308948SE",84,55,72,17,-0.482413959693343
"4308951CE",84,61,74,13,-0.600687288511602
"4308952CE",95,77,86,9,-0.718960617329862
"4308953CE",93,77,84,7,-0.778097281738992
"4308953CW",57,2,56,54,0.611614331875558
"4308953SE",81,71,61,-10,-1.2807589292166
"4308953SW",46,2,46,44,0.315931009829909
"4308954CE",119,89,108,19,-0.423277295284213
"4308954CW",37,7,33,26,-0.216298969852259
"4308954NE",25,3,23,20,-0.393708963079648
"4308954NW",58,29,55,26,-0.216298969852259
"4308954SE",98,6,97,91,1.70564262344446
"4308954SW",109,7,105,98,1.91262094887641
"4308955CE",117,93,105,12,-0.630255620716167
"4308955CW",95,75,70,-5,-1.13291726819377
"4308955NW",67,2,66,64,0.907297653921207
"4308955SW",94,80,64,-16,-1.45816892244398
"4308956CE",124,86,120,34,0.0202476877842602
"4308956NW",53,1,52,51,0.522909335261863
"4308957CE",118,58,112,54,0.611614331875558
"4308957CW",45,2,43,41,0.227226013216214
"4308957NE",33,2,31,29,-0.127593973238564
"4308957NW",48,1,48,47,0.404636006443604
"4308957SE",4,1,3,2,-0.925938942761816
"4308957SW",62,23,56,33,-0.0093206444203047
"4308958CE",110,88,92,4,-0.866802278352687
"4308958SE",63,60,14,-46,-2.34521888858093
"4308961CE",71,60,55,-5,-1.13291726819377
"4308961NE",38,1,38,37,0.108952684397955
"4308961SE",94,55,82,27,-0.186730637647694
"4308962CE",116,74,110,36,0.07938435219339
"4308962CW",77,1,76,75,1.23254930817142
"4308962NE",103,2,102,100,1.97175761328554
"4308962NW",145,110,126,16,-0.511982291897908
"4308963CE",111,72,108,36,0.07938435219339
"4308963NE",102,3,101,98,1.91262094887641
"4308963SW",45,1,44,43,0.286362677625344
"4308964CE",106,89,98,9,-0.718960617329862
"4308964SE",57,1,56,55,0.641182664080123
"4308964SW",2,1,1,0,-0.985075607170946
"4308965CE",102,86,81,-5,-1.13291726819377
"4308965CW",75,1,75,74,1.20298097596686
"4308965SW",62,1,62,61,0.818592657307512
"4308966CE",101,78,89,11,-0.659823952920732
"4308966NE",64,4,63,59,0.759455992898383
"4308966NW",38,1,38,37,0.108952684397955
"4308967CE",110,84,99,15,-0.541550624102473
"4308967CW",45,1,45,44,0.315931009829909
"4308967SE",76,2,75,73,1.17341264376229
"4308968CE",94,61,85,24,-0.275435634261389
"4308968SE",68,5,65,60,0.789024325102947
"4308971CE",123,68,117,49,0.463772670852734
"4308971NE",146,77,137,60,0.789024325102947
"4308971SE",83,4,83,79,1.35082263698968
"4308971SW",54,4,53,49,0.463772670852734
"4308972CE",122,99,109,10,-0.689392285125297
"4308972NE",49,4,47,43,0.286362677625344
"4308972NW",49,2,48,46,0.375067674239039
"4308972SE",37,8,36,28,-0.157162305443129
"4308973CE",111,87,100,13,-0.600687288511602
"4308973CW",62,1,62,61,0.818592657307512
"4308973NW",87,59,78,19,-0.423277295284213
"4308973SE",96,79,49,-30,-1.87212557330789
"4308973SW",63,2,61,59,0.759455992898383
"4308974CE",89,80,71,-9,-1.25119059701203
"4308974SE",9,1,8,7,-0.778097281738992
"4308975CE",105,78,94,16,-0.511982291897908
"4308975CW",9,1,8,7,-0.778097281738992
"4308976CE",106,88,89,1,-0.955507274966381
"4308976CW",28,1,28,27,-0.186730637647694
"4308976SW",56,1,56,55,0.641182664080123
"4308977CE",93,61,85,24,-0.275435634261389
"4308977NW",99,84,77,-7,-1.1920539326029
"4308977SW",72,2,71,69,1.05513931494403
"4308978CE",110,95,82,-13,-1.36946392583029
"4308978SW",43,1,43,42,0.256794345420779
"4308981CE",134,93,126,33,-0.0093206444203047
"4308981CW",136,91,129,38,0.13852101660252
"4308981SE",136,82,131,49,0.463772670852734
"4308981SW",135,84,126,42,0.256794345420779
"4308982CE",121,88,109,21,-0.364140630875083
"4308982CW",65,1,65,64,0.907297653921207
"4308982NE",98,1,98,97,1.88305261667185
"4308982SW",45,1,45,44,0.315931009829909
"4308983CE",108,92,89,-3,-1.07378060378464
"4308983CW",78,4,77,73,1.17341264376229
"4308983NW",98,82,65,-17,-1.48773725464855
"4308983SE",135,112,118,6,-0.807665613943557
"4308983SW",54,1,53,52,0.552477667466428
"4308984CE",94,78,77,-1,-1.01464393937551
"4308984NE",63,6,59,53,0.582045999670993
"4308984SE",80,3,79,76,1.26211764037599
"4308984SW",69,4,66,62,0.848160989512077
"4308985CE",98,73,92,19,-0.423277295284213
"4308986CE",88,70,77,7,-0.778097281738992
"4308987CE",98,66,89,23,-0.305003966465954
"4308987CW",54,1,53,52,0.552477667466428
"4308987SW",119,71,114,43,0.286362677625344
"4308988CE",106,75,101,26,-0.216298969852259
"4309011CE",100,65,93,28,-0.157162305443129
"4309011SW",158,87,151,64,0.907297653921207
"4309012CE",90,67,87,20,-0.393708963079648
"4309012SE",69,6,69,63,0.877729321716642
"4309013CE",85,71,82,11,-0.659823952920732
"4309013NW",47,1,47,46,0.375067674239039
"4309013SE",59,2,59,57,0.700319328489253
"4309014CE",82,61,77,16,-0.511982291897908
"4309014SE",50,4,50,46,0.375067674239039
"4309015CE",95,70,92,22,-0.334572298670519
"4309015NW",50,1,49,48,0.434204338648169
"4309015SE",73,58,38,-20,-1.57644225126224
"4309016CE",77,64,71,7,-0.778097281738992
"4309017CE",91,76,82,6,-0.807665613943557
"4309017NE",105,85,83,-2,-1.04421227158008
"4309017NW",104,91,86,-5,-1.13291726819377
"4309018CE",112,90,103,13,-0.600687288511602
"4309018NE",82,22,78,56,0.670750996284688
"4309021CE",132,93,124,31,-0.0684573088294345
"4309021CW",106,1,105,104,2.0900309421038
"4309021NE",69,32,61,29,-0.127593973238564
"4309021SE",125,1,125,124,2.6813975861951
"4309021SW",75,1,75,74,1.20298097596686
"4309022CE",154,84,150,66,0.966434318330337
"4309022CW",106,3,105,102,2.03089427769467
"4309022NW",17,1,17,16,-0.511982291897908
"4309023CE",115,83,110,27,-0.186730637647694
"4309023NE",67,4,67,63,0.877729321716642
"4309024CE",130,95,124,29,-0.127593973238564
"4309024CW",90,2,90,88,1.61693762683076
"4309025CE",128,78,122,44,0.315931009829909
"4309025CW",113,11,113,102,2.03089427769467
"4309026CE",108,86,100,14,-0.571118956307038
"4309026SW",71,1,70,69,1.05513931494403
"4309027CE",90,71,80,9,-0.718960617329862
"4309027CW",64,6,62,56,0.670750996284688
"4309027NW",41,1,41,40,0.19765768101165
"4309027SW",41,2,40,38,0.13852101660252
"4309028CE",104,90,93,3,-0.896370610557251
"4309028SE",61,2,60,58,0.729887660693818
"4309031CE",97,81,90,9,-0.718960617329862
"4309032CE",98,78,95,17,-0.482413959693343
"4309032CW",70,66,14,-52,-2.52262888180832
"4309032SE",115,86,108,22,-0.334572298670519
"4309033CE",94,82,82,0,-0.985075607170946
"4309033CW",24,1,24,23,-0.305003966465954
"4309033SE",33,14,22,8,-0.748528949534427
"4309034CE",93,59,86,27,-0.186730637647694
"4309034NE",42,1,42,41,0.227226013216214
"4309034SW",41,1,40,39,0.168089348807085
"4309035CE",97,78,87,9,-0.718960617329862
"4309035SE",70,66,15,-51,-2.49306054960376
"4309036CE",92,76,84,8,-0.748528949534427
"4309036SW",84,54,67,13,-0.600687288511602
"4309037CE",82,72,76,4,-0.866802278352687
"4309037CW",31,12,21,9,-0.718960617329862
"4309037NW",46,4,44,40,0.19765768101165
"4309037SE",57,1,56,55,0.641182664080123
"4309037SW",44,2,43,41,0.227226013216214
"4309038CE",81,54,72,18,-0.452845627488778
"4309041CE",82,68,71,3,-0.896370610557251
"4309042CE",87,77,76,-1,-1.01464393937551
"4309042NE",35,1,35,34,0.0202476877842602
"4309042NW",52,1,51,50,0.493341003057298
"4309043CE",83,59,77,18,-0.452845627488778
"4309043NW",63,31,51,20,-0.393708963079648
"4309044CE",97,73,90,17,-0.482413959693343
"4309044CW",40,6,38,32,-0.0388889766248696
"4309044NE",64,51,36,-15,-1.42860059023942
"4309044SE",40,2,38,36,0.07938435219339
"4309044SW",55,29,45,16,-0.511982291897908
"4309045CE",94,80,81,1,-0.955507274966381
"4309045NE",104,78,96,18,-0.452845627488778
"4309045SE",41,4,40,36,0.07938435219339
"4309046CE",83,67,76,9,-0.718960617329862
"4309046NE",54,9,51,42,0.256794345420779
"4309046NW",29,1,28,27,-0.186730637647694
"4309047CE",93,71,81,10,-0.689392285125297
"4309047SE",81,5,78,73,1.17341264376229
"4309048CE",85,36,75,39,0.168089348807085
"4309051CE",94,83,86,3,-0.896370610557251
"4309052CE",104,86,94,8,-0.748528949534427
"4309052NE",2,1,1,0,-0.985075607170946
"4309053CE",87,74,81,7,-0.778097281738992
"4309053NW",57,1,57,56,0.670750996284688
"4309054CE",108,67,100,33,-0.0093206444203047
"4309055CE",104,74,99,25,-0.245867302056824
"4309055CW",23,1,23,22,-0.334572298670519
"4309055NE",27,5,23,18,-0.452845627488778
"4309055NW",73,48,62,14,-0.571118956307038
"4309056CE",108,78,102,24,-0.275435634261389
"4309056NE",125,80,116,36,0.07938435219339
"4309057CE",91,68,88,20,-0.393708963079648
"4309058CE",89,68,77,9,-0.718960617329862
"4309061CE",116,100,102,2,-0.925938942761816
"4309062CE",101,89,78,-11,-1.31032726142116
"4309063CE",92,75,82,7,-0.778097281738992
"4309064CE",103,61,95,34,0.0202476877842602
"4309064SE",39,1,38,37,0.108952684397955
"4309064SW",19,1,18,17,-0.482413959693343
"4309065CE",85,69,80,11,-0.659823952920732
"4309065CW",102,67,94,27,-0.186730637647694
"4309065SW",109,94,98,4,-0.866802278352687
"4309066CE",76,70,65,-5,-1.13291726819377
"4309067CE",100,75,88,13,-0.600687288511602
"4309068CE",91,79,74,-5,-1.13291726819377
"4309071CE",104,85,87,2,-0.925938942761816
"4309071CW",5,1,4,3,-0.896370610557251
"4309072CE",94,73,88,15,-0.541550624102473
"4309073CE",88,63,82,19,-0.423277295284213
"4309073NW",94,86,65,-21,-1.60601058346681
"4309074CE",105,82,96,14,-0.571118956307038
"4309074CW",18,2,16,14,-0.571118956307038
"4309074NW",54,1,53,52,0.552477667466428
"4309075CE",99,81,91,10,-0.689392285125297
"4309075NW",96,75,83,8,-0.748528949534427
"4309076CE",90,74,83,9,-0.718960617329862
"4309077CE",121,87,115,28,-0.157162305443129
"4309078CE",85,77,70,-7,-1.1920539326029
"4309081CE",101,72,90,18,-0.452845627488778
"4309082CE",103,49,101,52,0.552477667466428
"4309082NW",2,1,1,0,-0.985075607170946
"4309082SE",68,1,68,67,0.996002650534902
"4309083CE",111,86,101,15,-0.541550624102473
"4309083CW",66,43,61,18,-0.452845627488778
"4309083NE",64,2,63,61,0.818592657307512
"4309083NW",62,2,62,60,0.789024325102947
"4309084CE",92,60,88,28,-0.157162305443129
"4309085CE",91,81,81,0,-0.985075607170946
"4309085NE",84,2,83,81,1.40995930139881
"4309085SE",47,2,46,44,0.315931009829909
"4309086CE",109,96,89,-7,-1.1920539326029
"4309086NE",117,97,102,5,-0.837233946148122
"4309086NW",72,1,71,70,1.0847076471486
"4309087CE",124,79,108,29,-0.127593973238564
"4309088CE",89,72,80,8,-0.748528949534427
"4309111CE",98,90,87,-3,-1.07378060378464
"4309111NW",65,1,65,64,0.907297653921207
"4309111SE",45,2,44,42,0.256794345420779
"4309111SW",112,5,109,104,2.0900309421038
"4309112CE",118,85,102,17,-0.482413959693343
"4309112NE",52,11,48,37,0.108952684397955
"4309112SE",65,1,65,64,0.907297653921207
"4309121CE",86,57,81,24,-0.275435634261389
"4309121CW",81,5,81,76,1.26211764037599
"4309121NE",63,3,63,60,0.789024325102947
"4309121NW",19,5,17,12,-0.630255620716167
"4309122SE",87,11,86,75,1.23254930817142
"4309131CE",96,73,87,14,-0.571118956307038
"4309131NW",79,53,69,16,-0.511982291897908
"4309132NE",87,60,81,21,-0.364140630875083
"4309132NW",28,21,12,-9,-1.25119059701203
"4309141CE",84,60,81,21,-0.364140630875083
"4309141SE",52,1,51,50,0.493341003057298
"4309142CE",91,69,84,15,-0.541550624102473
"4309142SE",93,2,93,91,1.70564262344446
"4309151CE",85,73,69,-4,-1.10334893598921
"4309152CE",92,79,83,4,-0.866802278352687
"4309152CW",2,1,2,1,-0.955507274966381
"4309161CE",95,71,92,21,-0.364140630875083
"4309161SW",78,12,78,66,0.966434318330337
"4309162CE",89,72,85,13,-0.600687288511602
"4309162NW",109,28,108,80,1.38039096919425
"4309171CE",90,71,86,15,-0.541550624102473
"4309171NE",116,68,111,43,0.286362677625344
"4309172CE",87,47,84,37,0.108952684397955
"4309172CW",155,92,147,55,0.641182664080123
"4309172NW",87,4,86,82,1.43952763360337
"4309172SW",68,19,62,43,0.286362677625344
"4309173CE",63,3,62,59,0.759455992898383
"4309173NE",86,5,83,78,1.32125430478512
"4309181CE",89,73,78,5,-0.837233946148122
"4309182CE",79,68,69,1,-0.955507274966381
"4309182CW",49,4,47,43,0.286362677625344
"4309182SE",71,53,64,11,-0.659823952920732
"4309182SW",92,11,89,78,1.32125430478512
"4309183CE",155,70,151,81,1.40995930139881
"4309183CW",63,1,62,61,0.818592657307512
"4309183NE",109,12,108,96,1.85348428446728
"4309183NW",150,115,131,16,-0.511982291897908
"4309183SE",84,22,83,61,0.818592657307512
"4408716CW",92,2,91,89,1.64650595903533
"4408716NE",180,4,180,176,4.21895086083248
"4408717CE",103,72,88,16,-0.511982291897908
"4408717CW",18,13,5,-8,-1.22162226480747
"4408717NW",43,1,42,41,0.227226013216214
"4408718CE",119,57,112,55,0.641182664080123
"4408718NW",165,94,158,64,0.907297653921207
"4408725CE",134,107,114,7,-0.778097281738992
"4408725NE",117,57,114,57,0.700319328489253
"4408725NW",29,1,28,27,-0.186730637647694
"4408725SE",81,64,41,-23,-1.66514724787594
"4408725SW",142,35,140,105,2.11959927430837
"4408726CE",108,59,102,43,0.286362677625344
"4408726NE",81,4,79,75,1.23254930817142
"4408726NW",64,1,64,63,0.877729321716642
"4408726SE",94,51,80,29,-0.127593973238564
"4408727CE",135,102,118,16,-0.511982291897908
"4408727CW",55,5,55,50,0.493341003057298
"4408727SW",33,1,32,31,-0.0684573088294345
"4408728CE",91,74,76,2,-0.925938942761816
"4408728CW",46,5,43,38,0.13852101660252
"4408735CE",85,2,85,83,1.46909596580794
"4408735SW",37,2,35,33,-0.0093206444203047
"4408736CE",110,96,93,-3,-1.07378060378464
"4408736CW",68,2,67,65,0.936865986125772
"4408736SW",62,1,62,61,0.818592657307512
"4408737CE",95,78,84,6,-0.807665613943557
"4408737NE",47,46,7,-39,-2.13824056314898
"4408738CE",100,82,91,9,-0.718960617329862
"4408738NE",48,1,48,47,0.404636006443604
"4408745CE",155,49,150,101,2.00132594549011
"4408745NE",174,12,174,162,3.80499420996857
"4408745NW",123,3,122,119,2.53355592517228
"4408746CE",105,85,88,3,-0.896370610557251
"4408746SE",61,7,60,53,0.582045999670993
"4408747CE",98,74,85,11,-0.659823952920732
"4408747CW",121,3,119,116,2.44485092855858
"4408747NW",28,1,27,26,-0.216298969852259
"4408747SW",44,2,42,40,0.19765768101165
"4408748CE",110,76,101,25,-0.245867302056824
"4408748CW",53,2,52,50,0.493341003057298
"4408748NW",50,2,48,46,0.375067674239039
"4408748SE",52,3,51,48,0.434204338648169
"4408754NE",40,1,39,38,0.13852101660252
"4408754NW",125,76,111,35,0.0498160199888251
"4408755CE",120,78,107,29,-0.127593973238564
"4408755SW",101,81,81,0,-0.985075607170946
"4408756CE",108,82,99,17,-0.482413959693343
"4408756CW",9,4,5,1,-0.955507274966381
"4408756SE",73,6,73,67,0.996002650534902
"4408757CE",80,63,67,4,-0.866802278352687
"4408757SW",58,15,53,38,0.13852101660252
"4408758CE",162,68,156,88,1.61693762683076
"4408758NW",52,1,52,51,0.522909335261863
"4408758SE",134,46,131,85,1.52823263021707
"4408758SW",186,79,181,102,2.03089427769467
"4408763NW",106,38,101,63,0.877729321716642
"4408764CE",122,89,115,26,-0.216298969852259
"4408765CE",136,78,125,47,0.404636006443604
"4408765CW",111,41,109,68,1.02557098273947
"4408765NW",77,1,76,75,1.23254930817142
"4408766CE",112,97,94,-3,-1.07378060378464
"4408766SE",77,6,76,70,1.0847076471486
"4408766SW",5,3,2,-1,-1.01464393937551
"4408772NW",45,9,40,31,-0.0684573088294345
"4408773CE",130,97,116,19,-0.423277295284213
"4408773CW",151,6,151,145,3.30233256249096
"4408773NE",122,117,42,-75,-3.20270052251331
"4408773NW",63,9,61,52,0.552477667466428
"4408773SW",70,43,53,10,-0.689392285125297
"4408774CE",141,118,126,8,-0.748528949534427
"4408774NE",89,3,88,85,1.52823263021707
"4408774SW",65,3,65,62,0.848160989512077
"4408775CE",150,107,134,27,-0.186730637647694
"4408775NE",106,79,88,9,-0.718960617329862
"4408776SE",113,1,113,112,2.32657759974032
"4408777NW",108,1,107,106,2.14916760651293
"4408778CE",106,2,106,104,2.0900309421038
"4408778NE",68,45,41,-4,-1.10334893598921
"4408778NW",54,1,53,52,0.552477667466428
"4408782CE",53,15,48,33,-0.0093206444203047
"4408782CW",118,50,116,66,0.966434318330337
"4408782NE",11,4,8,4,-0.866802278352687
"4408782NW",14,7,9,2,-0.925938942761816
"4408782SW",101,5,100,95,1.82391595226272
"4408783CE",135,104,117,13,-0.600687288511602
"4408783CW",75,1,74,73,1.17341264376229
"4408783NE",72,4,71,67,0.996002650534902
"4408783NW",28,2,28,26,-0.216298969852259
"4408783SE",60,6,58,52,0.552477667466428
"4408783SW",63,9,61,52,0.552477667466428
"4408786NE",174,116,164,48,0.434204338648169
"4408786NW",80,2,80,78,1.32125430478512
"4408787NE",116,81,107,26,-0.216298969852259
"4408787SW",116,73,108,35,0.0498160199888251
"4408788CE",101,64,97,33,-0.0093206444203047
"4408788SE",45,3,44,41,0.227226013216214
"4408811CE",142,95,126,31,-0.0684573088294345
"4408811CW",77,3,76,73,1.17341264376229
"4408811NW",47,1,46,45,0.345499342034474
"4408811SE",58,2,56,54,0.611614331875558
"4408812CE",88,60,77,17,-0.482413959693343
"4408812SE",48,21,42,21,-0.364140630875083
"4408812SW",44,25,39,14,-0.571118956307038
"4408813CE",95,77,83,6,-0.807665613943557
"4408814NW",72,39,68,29,-0.127593973238564
"4408815CE",111,63,97,34,0.0202476877842602
"4408815CW",105,59,89,30,-0.0980256410339994
"4408815NE",76,37,71,34,0.0202476877842602
"4408815NW",62,2,62,60,0.789024325102947
"4408815SE",84,46,71,25,-0.245867302056824
"4408815SW",116,64,92,28,-0.157162305443129
"4408816CE",124,68,112,44,0.315931009829909
"4408816CW",70,23,63,40,0.19765768101165
"4408816NE",45,4,42,38,0.13852101660252
"4408816NW",64,3,64,61,0.818592657307512
"4408816SE",46,5,43,38,0.13852101660252
"4408817CE",99,73,87,14,-0.571118956307038
"4408817CW",61,11,57,46,0.375067674239039
"4408817NE",28,5,23,18,-0.452845627488778
"4408817NW",44,5,42,37,0.108952684397955
"4408817SE",79,11,76,65,0.936865986125772
"4408818CE",112,74,107,33,-0.0093206444203047
