"atlas_block","sr_total","sr_Atlas1","sr_Atlas2","sr_diff","sr_diff_z"
"4408821CE",100,84,85,1,-0.955507274966381
"4408821SW",127,7,127,120,2.56312425737684
"4408822CE",105,65,100,35,0.0498160199888251
"4408823CE",151,67,147,80,1.38039096919425
"4408823NW",62,15,61,46,0.375067674239039
"4408823SE",158,82,155,73,1.17341264376229
"4408824CE",48,1,48,47,0.404636006443604
"4408824CW",106,5,104,99,1.94218928108098
"4408824NE",121,10,120,110,2.26744093533119
"4408824NW",74,28,69,41,0.227226013216214
"4408824SW",31,17,21,4,-0.866802278352687
"4408825CE",125,84,101,17,-0.482413959693343
"4408825CW",119,80,104,24,-0.275435634261389
"4408825NE",91,87,40,-47,-2.3747872207855
"4408825NW",128,96,105,9,-0.718960617329862
"4408825SE",98,90,44,-46,-2.34521888858093
"4408825SW",81,73,46,-27,-1.7834205766942
"4408826CE",90,70,75,5,-0.837233946148122
"4408826CW",86,2,86,84,1.4986642980125
"4408826NE",104,86,85,-1,-1.01464393937551
"4408826NW",77,71,24,-47,-2.3747872207855
"4408826SE",62,44,44,0,-0.985075607170946
"4408827CE",110,93,91,-2,-1.04421227158008
"4408827CW",62,36,53,17,-0.482413959693343
"4408827NE",74,29,64,35,0.0498160199888251
"4408827NW",75,73,15,-58,-2.70003887503571
"4408827SE",15,5,12,7,-0.778097281738992
"4408828CE",98,75,86,11,-0.659823952920732
"4408828NE",73,2,71,69,1.05513931494403
"4408831CE",118,92,100,8,-0.748528949534427
"4408832CE",94,72,78,6,-0.807665613943557
"4408833CE",85,65,75,10,-0.689392285125297
"4408833SE",109,2,108,106,2.14916760651293
"4408833SW",47,5,46,41,0.227226013216214
"4408834CE",110,77,99,22,-0.334572298670519
"4408834CW",75,17,69,52,0.552477667466428
"4408834NW",104,3,104,101,2.00132594549011
"4408834SE",109,16,108,92,1.73521095564902
"4408834SW",59,2,59,57,0.700319328489253
"4408835CE",116,86,100,14,-0.571118956307038
"4408835SE",24,5,22,17,-0.482413959693343
"4408836CE",134,84,122,38,0.13852101660252
"4408836CW",59,1,58,57,0.700319328489253
"4408836NE",57,11,47,36,0.07938435219339
"4408836NW",65,5,61,56,0.670750996284688
"4408837CE",100,60,96,36,0.07938435219339
"4408837CW",107,75,89,14,-0.571118956307038
"4408837NE",93,3,91,88,1.61693762683076
"4408837NW",108,86,93,7,-0.778097281738992
"4408837SW",77,11,71,60,0.789024325102947
"4408838CE",94,80,81,1,-0.955507274966381
"4408838CW",17,2,16,14,-0.571118956307038
"4408838NE",93,2,91,89,1.64650595903533
"4408838SE",41,1,41,40,0.19765768101165
"4408838SW",61,12,51,39,0.168089348807085
"4408841CE",95,74,86,12,-0.630255620716167
"4408841CW",111,1,110,109,2.23787260312663
"4408841NE",94,19,91,72,1.14384431155773
"4408841NW",40,4,37,33,-0.0093206444203047
"4408841SE",63,19,58,39,0.168089348807085
"4408842CE",87,60,83,23,-0.305003966465954
"4408843CE",88,68,79,11,-0.659823952920732
"4408844CE",110,83,95,12,-0.630255620716167
"4408845CE",111,89,99,10,-0.689392285125297
"4408845CW",50,3,47,44,0.315931009829909
"4408845NE",176,31,171,140,3.15449090146814
"4408845NW",56,1,55,54,0.611614331875558
"4408845SW",145,6,143,137,3.06578590485444
"4408846CE",115,74,108,34,0.0202476877842602
"4408846SE",102,10,100,90,1.67607429123989
"4408846SW",146,21,145,124,2.6813975861951
"4408847CE",128,62,121,59,0.759455992898383
"4408847SE",133,15,132,117,2.47441926076315
"4408848CE",89,65,71,6,-0.807665613943557
"4408848NE",72,1,72,71,1.11427597935316
"4408848SE",84,1,84,83,1.46909596580794
"4408851CE",191,76,190,114,2.38571426414945
"4408851CW",71,18,67,49,0.463772670852734
"4408851NE",162,34,160,126,2.74053425060423
"4408851NW",66,11,62,51,0.522909335261863
"4408851SE",78,5,78,73,1.17341264376229
"4408851SW",72,5,72,67,0.996002650534902
"4408852CE",111,76,98,22,-0.334572298670519
"4408852NW",37,1,36,35,0.0498160199888251
"4408852SE",139,72,135,63,0.877729321716642
"4408853CE",95,65,84,19,-0.423277295284213
"4408854CE",108,75,92,17,-0.482413959693343
"4408855CE",109,71,105,34,0.0202476877842602
"4408855CW",43,1,43,42,0.256794345420779
"4408855NW",53,4,51,47,0.404636006443604
"4408855SE",51,1,50,49,0.463772670852734
"4408855SW",141,42,137,95,1.82391595226272
"4408856CE",117,88,104,16,-0.511982291897908
"4408856NE",50,4,48,44,0.315931009829909
"4408856NW",66,2,66,64,0.907297653921207
"4408856SE",23,1,22,21,-0.364140630875083
"4408857CE",99,85,85,0,-0.985075607170946
"4408858CE",106,80,97,17,-0.482413959693343
"4408858CW",77,1,77,76,1.26211764037599
"4408861CE",115,64,109,45,0.345499342034474
"4408861CW",94,71,76,5,-0.837233946148122
"4408861SE",160,7,160,153,3.53887922012748
"4408861SW",81,1,81,80,1.38039096919425
"4408863CE",78,64,68,4,-0.866802278352687
"4408863SE",39,1,38,37,0.108952684397955
"4408863SW",35,25,18,-7,-1.1920539326029
"4408864CE",102,70,91,21,-0.364140630875083
"4408864NW",124,117,49,-68,-2.99572219708136
"4408864SE",63,1,62,61,0.818592657307512
"4408865CE",117,62,108,46,0.375067674239039
"4408865CW",83,3,81,78,1.32125430478512
"4408865SE",134,119,114,-5,-1.13291726819377
"4408865SW",85,18,77,59,0.759455992898383
"4408866CE",111,75,105,30,-0.0980256410339994
"4408866NE",63,1,62,61,0.818592657307512
"4408867CE",108,78,97,19,-0.423277295284213
"4408867NE",61,3,60,57,0.700319328489253
"4408867NW",78,69,50,-19,-1.54687391905768
"4408867SE",46,2,44,42,0.256794345420779
"4408867SW",24,3,22,19,-0.423277295284213
"4408868CE",114,100,95,-5,-1.13291726819377
"4408868NE",50,16,44,28,-0.157162305443129
"4408868NW",21,1,20,19,-0.423277295284213
"4408868SE",56,1,55,54,0.611614331875558
"4408871CE",98,33,93,60,0.789024325102947
"4408871NE",7,5,3,-2,-1.04421227158008
"4408871NW",49,1,48,47,0.404636006443604
"4408872CE",100,34,98,64,0.907297653921207
"4408872NE",2,1,1,0,-0.985075607170946
"4408872SE",79,1,79,78,1.32125430478512
"4408873CE",108,81,104,23,-0.305003966465954
"4408874CE",126,78,117,39,0.168089348807085
"4408875CE",124,107,109,2,-0.925938942761816
"4408875CW",4,2,2,0,-0.985075607170946
"4408875SW",64,3,64,61,0.818592657307512
"4408876CE",98,74,85,11,-0.659823952920732
"4408876NE",16,1,15,14,-0.571118956307038
"4408877CE",115,76,98,22,-0.334572298670519
"4408878CE",87,63,76,13,-0.600687288511602
"4408878NE",15,1,14,13,-0.600687288511602
"4408878SE",6,1,5,4,-0.866802278352687
"4408881CE",104,77,86,9,-0.718960617329862
"4408881SE",50,3,48,45,0.345499342034474
"4408882CE",108,59,107,48,0.434204338648169
"4408883CE",105,64,99,35,0.0498160199888251
"4408884CE",114,95,101,6,-0.807665613943557
"4408885CE",100,78,83,5,-0.837233946148122
"4408885SE",60,1,60,59,0.759455992898383
"4408885SW",66,1,66,65,0.936865986125772
"4408886CE",100,86,86,0,-0.985075607170946
"4408886NE",33,1,33,32,-0.0388889766248696
"4408887CE",127,98,115,17,-0.482413959693343
"4408887NW",32,1,31,30,-0.0980256410339994
"4408888CE",112,96,98,2,-0.925938942761816
"4408888CW",46,2,44,42,0.256794345420779
"4408888SW",17,1,16,15,-0.541550624102473
"4408911CE",113,77,109,32,-0.0388889766248696
"4408912CE",96,71,89,18,-0.452845627488778
"4408912NW",81,42,72,30,-0.0980256410339994
"4408912SW",57,1,57,56,0.670750996284688
"4408913CE",119,85,103,18,-0.452845627488778
"4408913CW",88,71,59,-12,-1.33989559362572
"4408913SE",77,1,77,76,1.26211764037599
"4408913SW",90,2,90,88,1.61693762683076
"4408914CE",102,81,92,11,-0.659823952920732
"4408914CW",78,2,78,76,1.26211764037599
"4408914NW",100,86,86,0,-0.985075607170946
"4408914SE",77,49,66,17,-0.482413959693343
"4408915CE",82,65,72,7,-0.778097281738992
"4408916CE",101,71,96,25,-0.245867302056824
"4408916NE",85,74,59,-15,-1.42860059023942
"4408917CE",101,69,96,27,-0.186730637647694
"4408917SE",32,1,31,30,-0.0980256410339994
"4408918CE",93,68,83,15,-0.541550624102473
"4408921CE",104,83,97,14,-0.571118956307038
"4408921NW",44,1,43,42,0.256794345420779
"4408922CE",96,67,88,21,-0.364140630875083
"4408922CW",74,9,73,64,0.907297653921207
"4408923CE",100,84,84,0,-0.985075607170946
"4408924CE",93,62,84,22,-0.334572298670519
"4408924NE",42,1,42,41,0.227226013216214
"4408925CE",92,65,75,10,-0.689392285125297
"4408926CE",120,76,118,42,0.256794345420779
"4408927CE",112,93,103,10,-0.689392285125297
"4408927SW",30,1,29,28,-0.157162305443129
"4408928CE",100,74,86,12,-0.630255620716167
"4408931CE",90,69,83,14,-0.571118956307038
"4408931NW",60,1,60,59,0.759455992898383
"4408931SE",42,1,41,40,0.19765768101165
"4408932CE",122,79,105,26,-0.216298969852259
"4408932CW",136,5,136,131,2.88837591162705
"4408932SW",70,2,68,66,0.966434318330337
"4408933CE",98,84,88,4,-0.866802278352687
"4408934CE",83,58,78,20,-0.393708963079648
"4408934NE",4,3,1,-2,-1.04421227158008
"4408934NW",69,1,69,68,1.02557098273947
"4408935CE",97,59,83,24,-0.275435634261389
"4408935CW",89,6,89,83,1.46909596580794
"4408935NE",59,1,59,58,0.729887660693818
"4408935NW",122,55,119,64,0.907297653921207
"4408935SE",7,1,6,5,-0.837233946148122
"4408935SW",79,2,77,75,1.23254930817142
"4408936CE",107,64,105,41,0.227226013216214
"4408936CW",5,1,4,3,-0.896370610557251
"4408936NE",69,2,69,67,0.996002650534902
"4408936NW",63,6,60,54,0.611614331875558
"4408936SE",75,28,63,35,0.0498160199888251
"4408937CE",93,60,86,26,-0.216298969852259
"4408938CE",112,85,105,20,-0.393708963079648
"4408938NW",45,1,44,43,0.286362677625344
"4408941CE",112,80,101,21,-0.364140630875083
"4408942CE",109,94,84,-10,-1.2807589292166
"4408943CE",97,76,89,13,-0.600687288511602
"4408943NE",62,1,62,61,0.818592657307512
"4408943SE",47,1,46,45,0.345499342034474
"4408943SW",5,1,4,3,-0.896370610557251
"4408944CE",112,73,103,30,-0.0980256410339994
"4408945CE",87,66,76,10,-0.689392285125297
"4408945NE",109,28,104,76,1.26211764037599
"4408945NW",104,17,100,83,1.46909596580794
"4408945SW",58,2,57,55,0.641182664080123
"4408946CE",85,69,75,6,-0.807665613943557
"4408946CW",41,2,40,38,0.13852101660252
"4408946NE",62,4,59,55,0.641182664080123
"4408947CE",109,71,96,25,-0.245867302056824
"4408948CE",96,75,85,10,-0.689392285125297
"4408951CE",113,100,87,-13,-1.36946392583029
"4408952CE",124,91,100,9,-0.718960617329862
"4408952NW",65,40,53,13,-0.600687288511602
"4408952SE",47,27,33,6,-0.807665613943557
"4408953CE",120,70,116,46,0.375067674239039
"4408953CW",108,104,48,-56,-2.64090221062658
"4408953NE",58,2,58,56,0.670750996284688
"4408953SE",44,1,43,42,0.256794345420779
"4408953SW",66,3,64,61,0.818592657307512
"4408954CE",99,72,91,19,-0.423277295284213
"4408954CW",123,85,99,14,-0.571118956307038
"4408955CE",140,89,125,36,0.07938435219339
"4408955CW",45,19,39,20,-0.393708963079648
"4408955NE",113,18,109,91,1.70564262344446
"4408955NW",52,19,40,21,-0.364140630875083
"4408955SE",135,71,127,56,0.670750996284688
"4408955SW",117,25,113,88,1.61693762683076
"4408956CE",105,74,93,19,-0.423277295284213
"4408956SE",67,4,65,61,0.818592657307512
"4408956SW",49,1,48,47,0.404636006443604
"4408957CE",106,82,91,9,-0.718960617329862
"4408958CE",103,82,90,8,-0.748528949534427
"4408958CW",5,1,4,3,-0.896370610557251
"4408958SE",11,2,9,7,-0.778097281738992
"4408961CE",106,90,90,0,-0.985075607170946
"4408962CE",104,81,91,10,-0.689392285125297
"4408962CW",78,65,44,-21,-1.60601058346681
"4408962SW",41,2,39,37,0.108952684397955
"4408963CE",111,92,92,0,-0.985075607170946
"4408963SE",60,1,60,59,0.759455992898383
"4408963SW",2,1,1,0,-0.985075607170946
"4408964CE",105,89,92,3,-0.896370610557251
"4408964NE",52,1,52,51,0.522909335261863
"4408965CE",103,81,91,10,-0.689392285125297
"4408965CW",48,1,47,46,0.375067674239039
"4408965SE",58,4,55,51,0.522909335261863
"4408965SW",124,94,93,-1,-1.01464393937551
"4408966CE",92,73,83,10,-0.689392285125297
"4408966CW",41,1,40,39,0.168089348807085
"4408966SE",72,2,70,68,1.02557098273947
"4408967CE",128,98,113,15,-0.541550624102473
"4408967CW",141,1,141,140,3.15449090146814
"4408967NW",129,7,128,121,2.59269258958141
"4408967SW",61,2,59,57,0.700319328489253
"4408968CE",173,94,169,75,1.23254930817142
"4408968CW",125,3,124,121,2.59269258958141
"4408968NE",133,5,133,128,2.79967091501336
"4408971CE",101,79,78,-1,-1.01464393937551
"4408972CE",98,83,77,-6,-1.16248560039834
"4408972NW",45,2,44,42,0.256794345420779
"4408973CE",101,80,95,15,-0.541550624102473
"4408973SE",60,1,59,58,0.729887660693818
"4408974CE",106,76,101,25,-0.245867302056824
"4408974NW",61,1,61,60,0.789024325102947
"4408974SE",2,1,1,0,-0.985075607170946
"4408975CE",101,77,96,19,-0.423277295284213
"4408975CW",2,1,1,0,-0.985075607170946
"4408976CE",101,85,80,-5,-1.13291726819377
"4408976CW",27,4,24,20,-0.393708963079648
"4408976NE",11,7,5,-2,-1.04421227158008
"4408977CE",104,87,94,7,-0.778097281738992
"4408978CE",92,67,85,18,-0.452845627488778
"4408981CE",113,96,87,-9,-1.25119059701203
"4408982CE",101,81,79,-2,-1.04421227158008
"4408982SW",18,1,17,16,-0.511982291897908
"4408983CE",95,73,89,16,-0.511982291897908
"4408984CE",99,87,87,0,-0.985075607170946
"4408985CE",90,71,83,12,-0.630255620716167
"4408985CW",75,49,51,2,-0.925938942761816
"4408985SE",61,4,57,53,0.582045999670993
"4408986CE",135,77,123,46,0.375067674239039
"4408986NE",84,9,84,75,1.23254930817142
"4408986NW",46,3,44,41,0.227226013216214
"4408986SE",51,2,49,47,0.404636006443604
"4408986SW",102,94,72,-22,-1.63557891567137
"4408987CE",107,80,98,18,-0.452845627488778
"4408987SE",47,1,46,45,0.345499342034474
"4408988CE",96,82,79,-3,-1.07378060378464
"4408988SE",47,1,46,45,0.345499342034474
"4408988SW",16,1,15,14,-0.571118956307038
"4409011CE",113,88,90,2,-0.925938942761816
"4409011NW",46,1,45,44,0.315931009829909
"4409012CE",165,113,160,47,0.404636006443604
"4409012CW",118,2,118,116,2.44485092855858
"4409012NE",3,2,1,-1,-1.01464393937551
"4409012NW",97,1,96,95,1.82391595226272
"4409012SE",71,1,70,69,1.05513931494403
"4409012SW",44,1,44,43,0.286362677625344
"4409013CE",116,103,93,-10,-1.2807589292166
"4409013CW",49,2,49,47,0.404636006443604
"4409013NW",59,1,59,58,0.729887660693818
"4409013SW",77,4,75,71,1.11427597935316
"4409014CE",118,104,102,-2,-1.04421227158008
"4409014CW",63,2,61,59,0.759455992898383
"4409014SW",59,1,58,57,0.700319328489253
"4409015CE",101,82,90,8,-0.748528949534427
"4409015NW",57,2,55,53,0.582045999670993
"4409015SE",8,2,6,4,-0.866802278352687
"4409016CE",104,93,88,-5,-1.13291726819377
"4409016NE",50,8,46,38,0.13852101660252
"4409016SE",76,2,76,74,1.20298097596686
"4409017CE",101,80,89,9,-0.718960617329862
"4409018CE",98,81,78,-3,-1.07378060378464
"4409021CE",94,68,82,14,-0.571118956307038
"4409021SE",61,2,60,58,0.729887660693818
"4409021SW",41,1,41,40,0.19765768101165
"4409022CE",126,113,104,-9,-1.25119059701203
"4409022NE",46,1,46,45,0.345499342034474
"4409022SE",115,16,115,99,1.94218928108098
"4409022SW",75,1,75,74,1.20298097596686
"4409023CE",101,84,92,8,-0.748528949534427
"4409023NE",50,5,46,41,0.227226013216214
"4409023SE",64,10,60,50,0.493341003057298
"4409023SW",44,5,40,35,0.0498160199888251
"4409024CE",124,102,95,-7,-1.1920539326029
"4409024NE",116,90,89,-1,-1.01464393937551
"4409024NW",3,2,1,-1,-1.01464393937551
"4409024SE",81,49,59,10,-0.689392285125297
"4409024SW",71,71,11,-60,-2.75917553944484
"4409025CE",112,92,99,7,-0.778097281738992
"4409025NE",56,4,55,51,0.522909335261863
"4409025NW",112,94,89,-5,-1.13291726819377
"4409026CE",114,100,88,-12,-1.33989559362572
"4409026NE",34,2,32,30,-0.0980256410339994
"4409026SE",64,3,63,60,0.789024325102947
"4409026SW",9,2,7,5,-0.837233946148122
"4409027CE",80,56,67,11,-0.659823952920732
"4409027CW",51,10,44,34,0.0202476877842602
"4409028CE",99,73,90,17,-0.482413959693343
"4409028NE",42,1,41,40,0.19765768101165
"4409028SW",89,76,67,-9,-1.25119059701203
"4409031CE",114,85,104,19,-0.423277295284213
"4409031NE",10,1,9,8,-0.748528949534427
"4409031SW",36,1,35,34,0.0202476877842602
"4409032CE",140,94,120,26,-0.216298969852259
"4409032NE",81,4,80,76,1.26211764037599
"4409032NW",59,2,57,55,0.641182664080123
"4409033CE",113,63,111,48,0.434204338648169
"4409033CW",24,6,19,13,-0.600687288511602
"4409033NE",5,2,4,2,-0.925938942761816
"4409033SW",69,4,66,62,0.848160989512077
"4409034CE",131,107,111,4,-0.866802278352687
"4409034SW",62,44,34,-10,-1.2807589292166
"4409035CE",113,87,99,12,-0.630255620716167
"4409035CW",117,103,103,0,-0.985075607170946
"4409035NW",39,2,38,36,0.07938435219339
"4409036CE",105,85,92,7,-0.778097281738992
"4409036NE",39,4,37,33,-0.0093206444203047
"4409036NW",89,6,89,83,1.46909596580794
"4409037CE",104,80,94,14,-0.571118956307038
"4409037NE",132,116,113,-3,-1.07378060378464
"4409037SW",94,5,94,89,1.64650595903533
"4409038CE",82,64,69,5,-0.837233946148122
"4409041CE",110,76,100,24,-0.275435634261389
"4409041SE",48,3,46,43,0.286362677625344
"4409042CE",104,73,100,27,-0.186730637647694
"4409042CW",49,1,48,47,0.404636006443604
"4409043CE",112,82,104,22,-0.334572298670519
"4409043NW",35,1,34,33,-0.0093206444203047
"4409043SW",2,1,1,0,-0.985075607170946
"4409044CE",95,77,89,12,-0.630255620716167
"4409044CW",40,3,39,36,0.07938435219339
"4409045CE",119,100,107,7,-0.778097281738992
"4409045SW",2,1,1,0,-0.985075607170946
"4409046CE",104,95,72,-23,-1.66514724787594
"4409046CW",85,60,69,9,-0.718960617329862
"4409046SE",49,5,47,42,0.256794345420779
"4409046SW",69,6,65,59,0.759455992898383
"4409047CE",105,91,92,1,-0.955507274966381
"4409048CE",87,61,72,11,-0.659823952920732
"4409051CE",95,64,87,23,-0.305003966465954
"4409051SW",57,1,56,55,0.641182664080123
"4409052CE",109,75,105,30,-0.0980256410339994
"4409053CE",107,70,101,31,-0.0684573088294345
"4409053NE",56,1,56,55,0.641182664080123
"4409053NW",48,1,48,47,0.404636006443604
"4409054CE",93,82,88,6,-0.807665613943557
"4409054CW",3,1,2,1,-0.955507274966381
"4409054NE",4,3,1,-2,-1.04421227158008
"4409055CE",91,71,74,3,-0.896370610557251
"4409055CW",30,1,29,28,-0.157162305443129
"4409055SW",46,1,46,45,0.345499342034474
"4409056CE",115,80,111,31,-0.0684573088294345
"4409057CE",91,61,86,25,-0.245867302056824
"4409057NW",32,3,31,28,-0.157162305443129
"4409057SE",20,1,19,18,-0.452845627488778
"4409058CE",104,81,95,14,-0.571118956307038
"4409058NE",4,1,4,3,-0.896370610557251
"4409058NW",42,3,42,39,0.168089348807085
"4409061CE",108,72,100,28,-0.157162305443129
"4409061CW",59,1,58,57,0.700319328489253
"4409062CE",113,85,98,13,-0.600687288511602
"4409062CW",114,72,107,35,0.0498160199888251
"4409062NE",121,4,119,115,2.41528259635402
"4409062NW",76,3,73,70,1.0847076471486
"4409062SE",32,1,32,31,-0.0684573088294345
"4409062SW",110,6,109,103,2.06046260989924
"4409063CE",96,69,91,22,-0.334572298670519
"4409063NE",40,2,39,37,0.108952684397955
"4409064CE",95,75,87,12,-0.630255620716167
"4409064NW",17,2,17,15,-0.541550624102473
"4409065CE",96,73,80,7,-0.778097281738992
"4409065NE",42,1,42,41,0.227226013216214
"4409066CE",105,80,94,14,-0.571118956307038
"4409066NW",6,3,4,1,-0.955507274966381
"4409067CE",99,83,89,6,-0.807665613943557
"4409067CW",44,3,43,40,0.19765768101165
"4409067NE",53,3,52,49,0.463772670852734
"4409067SE",48,1,48,47,0.404636006443604
"4409067SW",3,1,2,1,-0.955507274966381
"4409068CE",85,60,81,21,-0.364140630875083
"4409068CW",54,2,53,51,0.522909335261863
"4409071CE",107,71,101,30,-0.0980256410339994
"4409071NW",65,1,64,63,0.877729321716642
"4409071SW",59,1,58,57,0.700319328489253
"4409072CE",93,65,87,22,-0.334572298670519
"4409072CW",14,2,13,11,-0.659823952920732
"4409072NE",10,2,8,6,-0.807665613943557
"4409072NW",49,1,48,47,0.404636006443604
"4409072SE",4,2,2,0,-0.985075607170946
"4409072SW",41,1,40,39,0.168089348807085
"4409073CE",96,72,88,16,-0.511982291897908
"4409073CW",36,4,35,31,-0.0684573088294345
"4409073NE",6,2,5,3,-0.896370610557251
"4409073NW",72,66,38,-28,-1.81298890889876
"4409073SE",20,8,13,5,-0.837233946148122
"4409073SW",59,4,58,54,0.611614331875558
"4409074CE",97,75,90,15,-0.541550624102473
"4409074CW",12,11,1,-10,-1.2807589292166
"4409074SW",34,2,33,31,-0.0684573088294345
"4409075CE",87,50,75,25,-0.245867302056824
"4409075CW",5,1,4,3,-0.896370610557251
"4409076CE",92,75,73,-2,-1.04421227158008
"4409076NE",14,3,12,9,-0.718960617329862
"4409076SW",49,2,48,46,0.375067674239039
"4409077CE",103,75,96,21,-0.364140630875083
"4409077SE",6,1,6,5,-0.837233946148122
"4409078CE",96,77,84,7,-0.778097281738992
"4409078CW",3,1,2,1,-0.955507274966381
"4409078NW",55,33,35,2,-0.925938942761816
"4409081CE",75,60,64,4,-0.866802278352687
"4409081SE",49,1,48,47,0.404636006443604
"4409082CE",86,77,68,-9,-1.25119059701203
"4409082CW",39,4,37,33,-0.0093206444203047
"4409082SE",31,1,30,29,-0.127593973238564
"4409082SW",20,2,18,16,-0.511982291897908
"4409083CE",86,54,76,22,-0.334572298670519
"4409083CW",42,2,41,39,0.168089348807085
"4409083NW",4,1,3,2,-0.925938942761816
"4409083SW",35,3,33,30,-0.0980256410339994
"4409084CE",86,72,72,0,-0.985075607170946
"4409084CW",38,2,36,34,0.0202476877842602
"4409084NE",38,4,35,31,-0.0684573088294345
"4409084SE",55,2,54,52,0.552477667466428
"4409084SW",39,2,39,37,0.108952684397955
"4409085CE",102,78,81,3,-0.896370610557251
"4409085NE",57,1,57,56,0.670750996284688
"4409085NW",67,6,66,60,0.789024325102947
"4409085SE",58,2,57,55,0.641182664080123
"4409085SW",35,2,34,32,-0.0388889766248696
"4409086CE",94,80,82,2,-0.925938942761816
"4409086NE",41,1,40,39,0.168089348807085
"4409086NW",19,2,17,15,-0.541550624102473
"4409086SE",49,5,48,43,0.286362677625344
"4409087CE",84,65,67,2,-0.925938942761816
"4409087CW",41,23,29,6,-0.807665613943557
"4409087NE",28,1,27,26,-0.216298969852259
"4409087SE",47,2,45,43,0.286362677625344
"4409088CE",85,69,76,7,-0.778097281738992
"4409111CE",106,84,94,10,-0.689392285125297
"4409111SW",54,1,54,53,0.582045999670993
"4409112CE",91,80,77,-3,-1.07378060378464
"4409113CE",102,84,94,10,-0.689392285125297
"4409114CE",83,70,76,6,-0.807665613943557
"4409114SE",15,2,14,12,-0.630255620716167
"4409114SW",128,81,120,39,0.168089348807085
"4409115CE",164,109,157,48,0.434204338648169
"4409116CE",86,70,66,-4,-1.10334893598921
"4409116NE",75,1,75,74,1.20298097596686
"4409116NW",8,1,7,6,-0.807665613943557
"4409121CE",91,61,83,22,-0.334572298670519
"4409122CE",100,90,83,-7,-1.1920539326029
"4409123CE",80,66,67,1,-0.955507274966381
"4409124CE",81,48,74,26,-0.216298969852259
"4409125CE",92,74,80,6,-0.807665613943557
"4409125SE",56,1,55,54,0.611614331875558
"4409126CE",96,86,74,-12,-1.33989559362572
"4409126NE",67,4,67,63,0.877729321716642
"4409127CE",104,89,92,3,-0.896370610557251
"4409127CW",54,1,54,53,0.582045999670993
"4409127SE",85,1,85,84,1.4986642980125
"4409131CE",95,72,90,18,-0.452845627488778
"4409132CE",100,79,84,5,-0.837233946148122
"4409132CW",30,1,29,28,-0.157162305443129
"4409133CE",103,74,91,17,-0.482413959693343
"4409133NW",31,1,30,29,-0.127593973238564
"4409134CE",86,68,77,9,-0.718960617329862
"4409135CE",86,70,80,10,-0.689392285125297
"4409136CE",91,73,87,14,-0.571118956307038
"4409137CE",92,75,85,10,-0.689392285125297
"4409138CE",95,66,92,26,-0.216298969852259
"4409138NE",49,2,49,47,0.404636006443604
"4409138NW",45,1,44,43,0.286362677625344
"4409141CE",81,44,72,28,-0.157162305443129
"4409141SE",37,2,37,35,0.0498160199888251
"4409142CE",89,71,79,8,-0.748528949534427
"4409143CE",92,72,81,9,-0.718960617329862
"4409144CE",88,62,84,22,-0.334572298670519
"4409145CE",89,56,86,30,-0.0980256410339994
"4409146CE",96,72,91,19,-0.423277295284213
"4409147CE",112,97,101,4,-0.866802278352687
"4409148CE",89,68,87,19,-0.423277295284213
"4409151CE",106,81,92,11,-0.659823952920732
"4409152CE",92,70,83,13,-0.600687288511602
"4409152CW",20,2,20,18,-0.452845627488778
"4409152SE",2,1,1,0,-0.985075607170946
"4409153CE",99,72,94,22,-0.334572298670519
"4409154CE",88,64,82,18,-0.452845627488778
"4409154CW",9,2,7,5,-0.837233946148122
"4409154NW",41,5,39,34,0.0202476877842602
"4409155CE",93,71,82,11,-0.659823952920732
"4409155NE",3,2,1,-1,-1.01464393937551
"4409155NW",49,1,48,47,0.404636006443604
"4409156CE",92,74,86,12,-0.630255620716167
"4409156NW",42,1,42,41,0.227226013216214
"4409156SE",17,7,10,3,-0.896370610557251
"4409157CE",83,71,71,0,-0.985075607170946
"4409158CE",79,64,65,1,-0.955507274966381
"4409158CW",3,1,2,1,-0.955507274966381
"4409161CE",123,89,113,24,-0.275435634261389
"4409161CW",75,3,74,71,1.11427597935316
"4409161NE",93,74,82,8,-0.748528949534427
"4409161NW",117,19,116,97,1.88305261667185
"4409162CE",108,70,95,25,-0.245867302056824
"4409162NE",63,4,61,57,0.700319328489253
"4409162NW",72,3,70,67,0.996002650534902
"4409163CE",91,69,84,15,-0.541550624102473
"4409163CW",53,1,53,52,0.552477667466428
"4409163SW",22,3,20,17,-0.482413959693343
"4409164CE",108,79,89,10,-0.689392285125297
"4409164CW",64,1,64,63,0.877729321716642
"4409164NW",69,9,68,59,0.759455992898383
"4409164SE",40,2,38,36,0.07938435219339
"4409164SW",2,1,1,0,-0.985075607170946
"4409165CE",94,75,69,-6,-1.16248560039834
"4409165CW",81,76,53,-23,-1.66514724787594
"4409165NE",99,78,90,12,-0.630255620716167
"4409165NW",77,1,77,76,1.26211764037599
"4409165SE",40,1,40,39,0.168089348807085
"4409165SW",6,4,2,-2,-1.04421227158008
"4409166CE",121,103,109,6,-0.807665613943557
"4409166CW",69,4,68,64,0.907297653921207
"4409166NE",76,4,74,70,1.0847076471486
"4409166NW",84,7,81,74,1.20298097596686
"4409166SE",41,3,39,36,0.07938435219339
"4409167CE",108,89,91,2,-0.925938942761816
"4409167CW",92,2,92,90,1.67607429123989
"4409167NE",69,6,67,61,0.818592657307512
"4409167NW",131,6,131,125,2.71096591839967
"4409167SE",39,2,37,35,0.0498160199888251
"4409168CE",106,73,96,23,-0.305003966465954
