atlas_block,checklists_Atlas2,checklists_Atlas1,checklists_total,mins_Atlas2,mins_Atlas1,mins_total,mins_diff,mins_diff_z,sr_total,sr_Atlas1,sr_Atlas2,sr_diff,sr_diff_z
4308963SW,4,1,5,630,0,630,630,0.06724832547663212,45,1,44,43,0.28636267762534423
4308964CE,29,15,44,2760,3090,5850,-330,-0.29274275420324386,106,89,98,9,-0.718960617329862
4308964SE,19,1,20,565,0,565,565,0.04287392945664052,57,1,56,55,0.6411826640801229
4308964SW,1,1,2,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4308965CE,7,10,17,1240,1890,3130,-650,-0.4127397807632025,102,86,81,-5,-1.1329172681937705
4308965CW,40,1,41,155,0,155,155,-0.1108722608233065,75,1,75,74,1.2029809759668557
4308965SW,20,1,21,166,0,166,166,-0.10674736303530794,62,1,62,61,0.8185926573075123
4308966CE,49,8,57,2089,1230,3319,859,0.15312119760860254,101,78,89,11,-0.6598239529207323
4308966NE,39,1,40,170,0,170,170,-0.10524740020330844,64,4,63,59,0.7594559928983825
4308966NW,10,1,11,30,0,30,30,-0.15774609932329037,38,1,38,37,0.10895268439795486
4308967CE,53,10,63,2318,750,3068,1568,0.4189896095805109,110,84,99,15,-0.5415506241024727
4308967CW,14,1,15,160,0,160,160,-0.10899730728330716,45,1,45,44,0.31593100982990907
4308967SE,24,2,26,632,0,632,632,0.06799830689263187,76,2,75,73,1.173412643762291
4308968CE,22,17,39,1632,1950,3582,-318,-0.28824286570724544,94,61,85,24,-0.27543563426138873
4308968SE,6,2,8,50,0,50,50,-0.15024628516329294,68,5,65,60,0.7890243251029474
4308971CE,111,8,119,4189,870,5059,3319,1.0755983392882849,123,68,117,49,0.46377267085273355
4308971NE,317,49,366,11632,6045,17677,5587,1.9260772650319915,146,77,137,60,0.7890243251029474
4308971SE,54,2,56,2650,0,2650,2650,0.8247295556363712,83,4,83,79,1.3508226369896803
4308971SW,13,3,16,56,0,56,56,-0.1479963409152937,54,4,53,49,0.46377267085273355
4308972CE,62,11,73,2405,1590,3995,815,0.13662160645660823,122,99,109,10,-0.6893922851252972
4308972NE,16,4,20,150,60,210,90,-0.13524665684329812,49,4,47,43,0.28636267762534423
4308972NW,7,2,9,236,0,236,236,-0.08049801347531697,49,2,48,46,0.37506767423903886
4308972SE,30,8,38,1258,0,1258,1258,0.302742490100551,37,8,36,28,-0.15716230544312915
4308973CE,112,13,125,989,1380,2369,-391,-0.315617187391236,111,87,100,13,-0.6006872885116025
4308973CW,30,1,31,467,0,467,467,0.006124840072653181,62,1,62,61,0.8185926573075123
4308973NW,23,29,52,958,0,958,958,0.19024527770058974,87,59,78,19,-0.42327729528421315
4308973SE,13,5,18,414,630,1044,-216,-0.2499938134912586,96,79,49,-30,-1.8721255733078928
4308973SW,12,2,14,238,0,238,238,-0.07974803205931723,63,2,61,59,0.7594559928983825
4308974CE,13,10,23,940,1350,2290,-410,-0.3227420108432335,89,80,71,-9,-1.25119059701203
4308974SE,2,1,3,0,0,0,0,-0.1689958205632865,9,1,8,7,-0.7780972817389918
4308975CE,25,5,30,1919,1410,3329,509,0.021874449808647754,105,78,94,16,-0.5119822918979079
4308975CW,2,1,3,11,0,11,11,-0.1648709227752879,9,1,8,7,-0.7780972817389918
4308976CE,30,4,34,1726,1200,2926,526,0.028249291844645558,106,88,89,1,-0.9555072749663812
4308976CW,12,1,13,30,0,30,30,-0.15774609932329037,28,1,28,27,-0.18673063764769404
4308976SW,30,1,31,125,0,125,125,-0.12212198206330263,56,1,56,55,0.6411826640801229
4308977CE,42,4,46,2773,1320,4093,1453,0.37586567816052574,93,61,85,24,-0.27543563426138873
4308977NW,19,5,24,451,1140,1591,-689,-0.4273644183751975,99,84,77,-7,-1.1920539326029003
4308977SW,9,2,11,292,0,292,292,-0.05949853382732421,72,2,71,69,1.0551393149440313
4308978CE,29,9,38,1371,1740,3111,-369,-0.3073673918152388,110,95,82,-13,-1.3694639258302896
4308978SW,9,1,10,59,0,59,59,-0.14687136879129412,43,1,43,42,0.25679434542077934
4308981CE,56,15,71,2372,1695,4067,677,0.08487288875262605,134,93,126,33,-0.009320644420304698
4308981CW,125,19,144,5357,1965,7322,3392,1.1029726609722754,136,91,129,38,0.13852101660251975
4308981SE,84,9,93,6502,1020,7522,5482,1.886703240692005,136,82,131,49,0.46377267085273355
4308981SW,76,18,94,2342,1485,3827,857,0.1523712161926028,135,84,126,42,0.25679434542077934
4308982CE,76,10,86,2369,1680,4049,689,0.0893727772486245,121,88,109,21,-0.36414063087508336
4308982CW,44,1,45,146,0,146,146,-0.11424717719530535,65,1,65,64,0.9072976539212069
4308982NE,46,1,47,2316,0,2316,2316,0.6994826591644142,98,1,98,97,1.8830526166718482
4308982SW,10,1,11,143,0,143,143,-0.11537214931930495,45,1,45,44,0.31593100982990907
4308983CE,58,27,85,1179,4620,5799,-3441,-1.459338846790842,108,92,89,-3,-1.0737806037846407
4308983CW,22,4,26,626,120,746,506,0.020749477684648143,78,4,77,73,1.173412643762291
4308983NW,9,11,20,906,1740,2646,-834,-0.48173807103517874,98,82,65,-17,-1.4877372546485492
4308983SE,58,40,98,4176,3330,7506,846,0.1482463184046042,135,112,118,6,-0.8076656139435567
4308983SW,23,1,24,115,0,115,115,-0.12587188914330133,54,1,53,52,0.5524776674664282
4308984CE,31,15,46,873,2550,3423,-1677,-0.7978552378790698,94,78,77,-1,-1.014643939375511
4308984NE,11,2,13,102,300,402,-198,-0.24324398074726092,63,6,59,53,0.5820459996709931
4308984SE,62,1,63,500,0,500,500,0.018499533436648917,80,3,79,76,1.2621176403759855
4308984SW,43,3,46,320,120,440,200,-0.09399767896331232,69,4,66,62,0.8481609895120771
4308985CE,71,7,78,1827,2130,3957,-303,-0.2826180050872474,98,73,92,19,-0.42327729528421315
4308986CE,22,5,27,1604,1260,2864,344,-0.03999901701133093,88,70,77,7,-0.7780972817389918
4308987CE,23,4,27,1838,1200,3038,638,0.07024825114063109,98,66,89,23,-0.3050039664659536
4308987CW,7,1,8,50,0,50,50,-0.15024628516329294,54,1,53,52,0.5524776674664282
4308987SW,36,6,42,3644,1470,5114,2174,0.6462339786284326,119,71,114,43,0.28636267762534423
4308988CE,30,6,36,1937,1320,3257,617,0.062373446272633803,106,75,101,26,-0.21629896985225894
4309011CE,33,12,45,1638,1500,3138,138,-0.11724710285930431,100,65,93,28,-0.15716230544312915
4309011SW,121,15,136,4513,4650,9163,-137,-0.2203695475592688,158,87,151,64,0.9072976539212069
4309012CE,79,5,84,2366,1350,3716,1016,0.21199473876458222,90,67,87,20,-0.39370896307964826
4309012SE,15,1,16,1029,0,1029,1029,0.21686961796858054,69,6,69,63,0.877729321716642
4309013CE,60,7,67,1529,1185,2714,344,-0.03999901701133093,85,71,82,11,-0.6598239529207323
4309013NW,7,1,8,135,0,135,135,-0.11837207498330392,47,1,47,46,0.37506767423903886
4309013SE,13,2,15,348,0,348,348,-0.03849905417933144,59,2,59,57,0.7003193284892527
4309014CE,47,18,65,2530,1626,4156,904,0.16999577946859673,82,61,77,16,-0.5119822918979079
4309014SE,38,3,41,145,0,145,145,-0.11462216790330522,50,4,50,46,0.37506767423903886
4309015CE,93,11,104,2789,1920,4709,869,0.15687110468860124,95,70,92,22,-0.3345722986705185
4309015NW,5,1,6,50,0,50,50,-0.15024628516329294,50,1,49,48,0.43420433864816865
4309015SE,10,49,59,30,4650,4680,-4620,-1.9014528915226896,73,58,38,-20,-1.5764422512622438
4309016CE,63,5,68,1924,1410,3334,514,0.02374940334864711,77,64,71,7,-0.7780972817389918
4309017CE,33,9,42,1276,1620,2896,-344,-0.2979926241152421,91,76,82,6,-0.8076656139435567
4309017NE,22,9,31,693,1710,2403,-1017,-0.5503613705991551,105,85,83,-2,-1.044212271580076
4309017NW,31,7,38,651,1710,2361,-1059,-0.5661109803351497,104,91,86,-5,-1.1329172681937705
4309018CE,45,28,73,1903,960,2863,943,0.18462041708059168,112,90,103,13,-0.6006872885116025
4309018NE,15,5,20,685,0,685,685,0.08787281441662502,82,22,78,56,0.6707509962846878
4309021CE,282,49,331,21467,6000,27467,15467,5.630985460070715,132,93,124,31,-0.06845730882943447
4309021CW,50,1,51,1758,0,1758,1758,0.4902378441004864,106,1,105,104,2.0900309421038026
4309021NE,9,16,25,247,1800,2047,-1553,-0.7513563900870859,69,32,61,29,-0.12759397323856425
4309021SE,89,1,90,2565,0,2565,2565,0.7928553454563821,125,1,125,124,2.6813975861951005
4309021SW,20,1,21,1294,0,1294,1294,0.3162421555885463,75,1,75,74,1.2029809759668557
4309022CE,93,20,113,3469,5970,9439,-2501,-1.1068475812709633,154,84,150,66,0.9664343183303367
4309022CW,31,3,34,1837,0,1837,1837,0.5198621100324762,106,3,105,102,2.0308942776946726
4309022NW,1,1,2,15,0,15,15,-0.16337095994328843,17,1,17,16,-0.5119822918979079
4309023CE,130,9,139,6786,2400,9186,4386,1.4757134247241468,115,83,110,27,-0.18673063764769404
4309023NE,10,2,12,456,0,456,456,0.001999942284654602,67,4,67,63,0.877729321716642
4309024CE,51,17,68,4404,3705,8109,699,0.09312268432862321,130,95,124,29,-0.12759397323856425
4309024CW,71,2,73,1144,0,1144,1144,0.25999354938856567,90,2,90,88,1.6169376268307643
4309025CE,113,13,126,3950,2175,6125,1775,0.4966126861364842,128,78,122,44,0.31593100982990907
4309025CW,94,2,96,2267,0,2267,2267,0.6811081144724206,113,11,113,102,2.0308942776946726
4309026CE,28,14,42,1315,2100,3415,-785,-0.46336352634318506,108,86,100,14,-0.5711189563070376
4309026SW,29,1,30,410,0,410,410,-0.015249630283339454,71,1,70,69,1.0551393149440313
4309027CE,77,29,106,1972,1740,3712,232,-0.08199797630731645,90,71,80,9,-0.718960617329862
4309027CW,26,5,31,407,60,467,347,-0.038874044887331316,64,6,62,56,0.6707509962846878
4309027NW,8,1,9,435,0,435,435,-0.005874862583342685,41,1,41,40,0.19765768101164954
4309027SW,13,2,15,66,0,66,66,-0.144246433835295,41,2,40,38,0.13852101660251975
4309028CE,19,33,52,1254,1440,2694,-186,-0.23874409225126247,104,90,93,3,-0.8963706105572514
4309028SE,12,2,14,160,0,160,160,-0.10899730728330716,61,2,60,58,0.7298876606938176
4309031CE,32,20,52,2405,4365,6770,-1960,-0.9039776082430332,97,81,90,9,-0.718960617329862
4309032CE,50,34,84,3235,1800,5035,1435,0.3691158454165281,98,78,95,17,-0.48241395969334294
4309032CW,2,11,13,30,930,960,-900,-0.5064874577631702,70,66,14,-52,-2.5226288818083202
4309032SE,115,69,184,3207,0,3207,3207,1.0335993799922993,115,86,108,22,-0.3345722986705185
4309033CE,23,25,48,1088,4782,5870,-3694,-1.5542114959148092,94,82,82,0,-0.9850756071709461
4309033CW,6,1,7,70,0,70,70,-0.14274647100329552,24,1,24,23,-0.3050039664659536
4309033SE,4,2,6,79,0,79,79,-0.1393715546312967,33,14,22,8,-0.748528949534427
4309034CE,108,17,125,6107,1290,7397,4817,1.637334419872091,93,59,86,27,-0.18673063764769404
4309034NE,9,1,10,153,0,153,153,-0.11162224223930625,42,1,42,41,0.22722601321621444
4309034SW,8,1,9,70,0,70,70,-0.14274647100329552,41,1,40,39,0.16808934880708465
4309035CE,51,40,91,1725,3915,5640,-2190,-0.9902254710830035,97,78,87,9,-0.718960617329862
4309035SE,4,60,64,25,1395,1420,-1370,-0.6827330905231095,70,66,15,-51,-2.4930605496037557
4309036CE,31,9,40,1293,1440,2733,-147,-0.22411945463926752,92,76,84,8,-0.748528949534427
4309036SW,70,19,89,375,0,375,375,-0.028374305063334933,84,54,67,13,-0.6006872885116025
4309037CE,35,40,75,832,6285,7117,-5453,-2.213820151286582,82,72,76,4,-0.8668022783526865
4309037CW,5,12,17,18,0,18,18,-0.1622459878192888,31,12,21,9,-0.718960617329862
4309037NW,6,2,8,50,0,50,50,-0.15024628516329294,46,4,44,40,0.19765768101164954
4309037SE,37,1,38,108,0,108,108,-0.12849682409930044,57,1,56,55,0.6411826640801229
4309037SW,5,2,7,50,0,50,50,-0.15024628516329294,44,2,43,41,0.22722601321621444
4309038CE,18,10,28,865,1380,2245,-515,-0.36211603518321994,81,54,72,18,-0.45284562748877805
4309041CE,29,13,42,1257,1170,2427,87,-0.1363716289672977,82,68,71,3,-0.8963706105572514
4309042CE,23,9,32,1228,1425,2653,-197,-0.24286899003926105,87,77,76,-1,-1.014643939375511
4309042NE,5,1,6,50,0,50,50,-0.15024628516329294,35,1,35,34,0.020247687784260192
4309042NW,9,1,10,790,0,790,790,0.12724683875661144,52,1,51,50,0.49334100305729844
4309043CE,37,5,42,2250,1080,3330,1170,0.2697433077965623,83,59,77,18,-0.45284562748877805
4309043NW,28,9,37,120,270,390,-150,-0.2252444267632671,63,31,51,20,-0.39370896307964826
4309044CE,76,35,111,3974,3780,7754,194,-0.09624762321131154,97,73,90,17,-0.48241395969334294
4309044CW,9,4,13,60,0,60,60,-0.14649637808329424,40,6,38,32,-0.03888897662486959
4309044NE,9,4,13,67,840,907,-773,-0.45886363784718665,64,51,36,-15,-1.4286005902394194
4309044SE,7,1,8,50,0,50,50,-0.15024628516329294,40,2,38,36,0.07938435219338998
4309044SW,5,11,16,500,540,1040,-40,-0.18399544888328132,55,29,45,16,-0.5119822918979079
4309045CE,79,42,121,3073,2310,5383,763,0.11712208964061493,94,80,81,1,-0.9555072749663812
4309045NE,148,74,222,3866,2370,6236,1496,0.39199027860452024,104,78,96,18,-0.45284562748877805
4309045SE,7,4,11,65,0,65,65,-0.14462142454329488,41,4,40,36,0.07938435219338998
4309046CE,67,22,89,2849,900,3749,1949,0.5618610693284617,83,67,76,9,-0.718960617329862
4309046NE,9,7,16,50,0,50,50,-0.15024628516329294,54,9,51,42,0.25679434542077934
4309046NW,10,1,11,76,0,76,76,-0.1404965267552963,29,1,28,27,-0.18673063764769404
4309047CE,89,7,96,2086,2999.4,5085.4,-913.4000000000001,-0.5115123332503685,93,71,81,10,-0.6893922851252972
4309047SE,14,1,15,535,0,535,535,0.0316242082166444,81,5,78,73,1.173412643762291
4309048CE,17,10,27,2665,2700,5365,-35,-0.18212049534328195,85,36,75,39,0.16808934880708465
4309051CE,27,10,37,1320,2376,3696,-1056,-0.5649860082111501,94,83,86,3,-0.8963706105572514
4309052CE,27,7,34,1528,2148,3676,-620,-0.4014900595232064,104,86,94,8,-0.748528949534427
4309052NE,1,1,2,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4309053CE,39,9,48,4150,2820,6970,1330,0.32974182107654165,87,74,81,7,-0.7780972817389918
4309053NW,30,1,31,125,0,125,125,-0.12212198206330263,57,1,57,56,0.6707509962846878
4309054CE,28,7,35,1365,2275.2000000000003,3640.2000000000003,-910.2000000000003,-0.510312362984769,108,67,100,33,-0.009320644420304698
4309055CE,38,9,47,3054,2374.7999999999997,5428.799999999999,679.2000000000003,0.08569786831022587,104,74,99,25,-0.24586730205682383
4309055CW,7,1,8,423,0,423,423,-0.010374751079341134,23,1,23,22,-0.3345722986705185
4309055NE,10,4,14,1055,0,1055,1055,0.2266193763765772,27,5,23,18,-0.45284562748877805
4309055NW,15,10,25,312,540,852,-228,-0.25449370198725707,73,48,62,14,-0.5711189563070376
4309056CE,46,11,57,1850,2769.6,4619.6,-919.5999999999999,-0.5138372756399676,108,78,102,24,-0.27543563426138873
4309056NE,65,21,86,3613,1455,5068,2158,0.6402341273004347,125,80,116,36,0.07938435219338998
4309057CE,59,9,68,3316,2700,6016,616,0.06199845556463393,91,68,88,20,-0.39370896307964826
4309058CE,65,4,69,2316,1689,4005,627,0.0661233533526325,89,68,77,9,-0.718960617329862
4309061CE,55,11,66,4231,2400,6631,1831,0.5176121657844769,116,100,102,2,-0.9259389427618163
4309062CE,23,10,33,1050,2280,3330,-1230,-0.6302343914031275,101,89,78,-11,-1.3103272614211599
4309063CE,23,5,28,1811,360,2171,1451,0.37511569674452605,92,75,82,7,-0.7780972817389918
4309064CE,21,6,27,4259,2910,7169,1349,0.3368666445285392,103,61,95,34,0.020247687784260192
4309064SE,5,1,6,50,0,50,50,-0.15024628516329294,39,1,38,37,0.10895268439795486
4309064SW,2,1,3,25,0,25,25,-0.1596210528632897,19,1,18,17,-0.48241395969334294
4309065CE,11,11,22,1159,2670,3829,-1511,-0.7356067803510913,85,69,80,11,-0.6598239529207323
4309065CW,63,12,75,3139,1110,4249,2029,0.5918603259684514,102,67,94,27,-0.18673063764769404
4309065SW,59,42,101,3884,7470,11354,-3586,-1.513712499450823,109,94,98,4,-0.8668022783526865
4309066CE,57,17,74,1728,3060,4788,-1332,-0.6684834436191144,76,70,65,-5,-1.1329172681937705
4309067CE,53,3,56,1389,1587,2976,-198,-0.24324398074726092,100,75,88,13,-0.6006872885116025
4309068CE,19,22,41,1536,2190,3726,-654,-0.414239743595202,91,79,74,-5,-1.1329172681937705
4309071CE,26,10,36,1202,2220,3422,-1018,-0.550736361307155,104,85,87,2,-0.9259389427618163
4309071CW,2,1,3,0,0,0,0,-0.1689958205632865,5,1,4,3,-0.8963706105572514
4309072CE,43,8,51,2085,288,2373,1797,0.5048624817124813,94,73,88,15,-0.5415506241024727
4309073CE,82,32,114,2070,5580,7650,-3510,-1.4852132056428329,88,63,82,19,-0.42327729528421315
4309073NW,35,79,114,140,630,770,-490,-0.3527412674832232,94,86,65,-21,-1.6060105834668088
4309074CE,149,12,161,5665,510,6175,5155,1.7640812791760474,105,82,96,14,-0.5711189563070376
4309074CW,7,1,8,15,0,15,15,-0.16337095994328843,18,2,16,14,-0.5711189563070376
4309074NW,42,1,43,155,0,155,155,-0.1108722608233065,54,1,53,52,0.5524776674664282
4309075CE,47,24,71,1211,540,1751,671,0.08262294450462683,99,81,91,10,-0.6893922851252972
4309075NW,88,41,129,926,258,1184,668,0.08149797238062721,96,75,83,8,-0.748528949534427
4309076CE,38,11,49,905,816,1721,89,-0.135621647551298,90,74,83,9,-0.718960617329862
4309077CE,184,30,214,7105,5520,12625,1585,0.4253644516165087,121,87,115,28,-0.15716230544312915
4309078CE,33,6,39,1750,1881,3631,-131,-0.2181196033112696,85,77,70,-7,-1.1920539326029003
4309081CE,39,5,44,1778,1800,3578,-22,-0.17724561613928363,101,72,90,18,-0.45284562748877805
4309082CE,23,5,28,1590,570,2160,1020,0.2134947015965817,103,49,101,52,0.5524776674664282
4309082NW,1,1,2,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4309082SE,15,1,16,156,0,156,156,-0.11049727011530663,68,1,68,67,0.9960026505349016
4309083CE,60,29,89,2959,2430,5389,529,0.02937426396864517,111,86,101,15,-0.5415506241024727
4309083CW,18,36,54,533,0,533,533,0.030874226800644652,66,43,61,18,-0.45284562748877805
4309083NE,10,2,12,175,0,175,175,-0.1033724466633091,64,2,63,61,0.8185926573075123
4309083NW,11,2,13,239,0,239,239,-0.07937304135131736,62,2,62,60,0.7890243251029474
4309084CE,88,4,92,2075,240,2315,1835,0.5191121286164764,92,60,88,28,-0.15716230544312915
4309085CE,48,18,66,986,384,1370,602,0.05674858565263574,91,81,81,0,-0.9850756071709461
4309085NE,27,2,29,391,0,391,391,-0.022374453735337,84,2,83,81,1.40995930139881
4309085SE,9,1,10,80,0,80,80,-0.13899656392329682,47,2,46,44,0.31593100982990907
4309086CE,60,18,78,2070,3660,5730,-1590,-0.765231046283081,109,96,89,-7,-1.1920539326029003
4309086NE,154,15,169,5687,3180,8867,2507,0.7711058843923897,117,97,102,5,-0.8372339461481216
4309086NW,51,1,52,595,0,595,595,0.05412365069663664,72,1,71,70,1.0847076471485964
4309087CE,103,11,114,3465,2520,5985,945,0.18537039849659143,124,79,108,29,-0.12759397323856425
4309088CE,64,5,69,1701,1659,3360,42,-0.1532462108272919,89,72,80,8,-0.748528949534427
4309111CE,37,42,79,1640,2610,4250,-970,-0.5327368073231612,98,90,87,-3,-1.0737806037846407
4309111NW,37,1,38,195,0,195,195,-0.09587263250331167,65,1,65,64,0.9072976539212069
4309111SE,12,1,13,142,0,142,142,-0.11574714002730482,45,2,44,42,0.25679434542077934
4309111SW,54,5,59,1875,0,1875,1875,0.5341117569364713,112,5,109,104,2.0900309421038026
4309112CE,106,64,170,3440,0,3440,3440,1.120972214956269,118,85,102,17,-0.48241395969334294
4309112NE,9,5,14,180,0,180,180,-0.10149749312330973,52,11,48,37,0.10895268439795486
4309112SE,16,2,18,849,0,849,849,0.14937129052860382,65,1,65,64,0.9072976539212069
4309121CE,85,4,89,1039,420,1459,619,0.06312342768863355,86,57,81,24,-0.27543563426138873
4309121CW,86,1,87,341,0,341,341,-0.04112398913533054,81,5,81,76,1.2621176403759855
4309121NE,44,2,46,190,0,190,190,-0.09774758604331103,63,3,63,60,0.7890243251029474
4309121NW,8,2,10,13,0,13,13,-0.16412094135928815,19,5,17,12,-0.6302556207161674
4309122SE,45,3,48,2040,0,2040,2040,0.5959852237564499,87,11,86,75,1.2325493081714207
4309131CE,38,50,88,1213,840,2053,373,-0.029124286479334675,96,73,87,14,-0.5711189563070376
4309131NW,27,20,47,886,1650,2536,-764,-0.4554887214751878,79,53,69,16,-0.5119822918979079
4309132NE,27,11,38,1142,1560,2702,-418,-0.3257419365072325,87,60,81,21,-0.36414063087508336
4309132NW,2,2,4,40,0,40,40,-0.15399619224329164,28,21,12,-9,-1.25119059701203
4309141CE,13,4,17,2368,960,3328,1408,0.35899109630053155,84,60,81,21,-0.36414063087508336
4309141SE,9,1,10,80,0,80,80,-0.13899656392329682,52,1,51,50,0.49334100305729844
4309142CE,30,11,41,2087,2820,4907,-733,-0.4438640095271918,91,69,84,15,-0.5415506241024727
4309142SE,26,2,28,940,0,940,940,0.18349544495659206,93,2,93,91,1.705642623444459
4309151CE,48,6,54,1445,1554,2999,-109,-0.20986980773527242,85,73,69,-4,-1.1033489359892057
4309152CE,32,3,35,1856,1548,3404,308,-0.053498682499326274,92,79,83,4,-0.8668022783526865
4309152CW,8,3,11,0,0,0,0,-0.1689958205632865,2,1,2,1,-0.9555072749663812
4309161CE,43,2,45,1316,1176,2492,140,-0.11649712144330457,95,71,92,21,-0.36414063087508336
4309161SW,45,8,53,320,0,320,320,-0.04899879400332783,78,12,78,66,0.9664343183303367
4309162CE,59,3,62,1620,1314,2934,306,-0.05424866391532602,89,72,85,13,-0.6006872885116025
4309162NW,22,3,25,1650,0,1650,1650,0.4497388476365003,109,28,108,80,1.380390969194245
4309171CE,48,3,51,2621,1320,3941,1301,0.31886709054454543,90,71,86,15,-0.5415506241024727
4309171NE,49,23,72,6272,6000,12272,272,-0.06699834798732163,116,68,111,43,0.28636267762534423
4309172CE,63,11,74,2545,3600,6145,-1055,-0.5646110175031502,87,47,84,37,0.10895268439795486
4309172CW,93,42,135,8594,8040,16634,554,0.03874903166864194,155,92,147,55,0.6411826640801229
4309172NW,26,4,30,855,0,855,855,0.15162123477660305,87,4,86,82,1.4395276336033749
4309172SW,31,3,34,1451,0,1451,1451,0.37511569674452605,68,19,62,43,0.28636267762534423
